"a","ShowYourWork Init","","","000","ShowYourWork Init","1.1.2 for 2021-2022 @t1","0"
"e","r","","201","23028419","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"202","23028419","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","q","","202","23029363","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","q",,"203","23029364","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","203","23029990","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"204","23029990","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","204","23030174","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"205","23030175","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","205","23030490","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"206","23030490","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","206","23030614","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"207","23030614","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23033233","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","200","23033236","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","200","23033624","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"201","23033624","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","201","23033710","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Paste",,,"23072092","flower.py","1.1.2 for 2021-2022 @t1","0"
"p","skyblue",,"199","23072134","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","tu rqois","199","23072137","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","skyblu","","199","23072138","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","lightblue","288","23079361","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","g","","288","23079362","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","g",,"289","23079362","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","skyblu","199","23079378","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","tu rqois","","199","23079379","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","291","23079378","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","tu rqois","199","23079378","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","skyblu","","199","23079379","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","289","23079497","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","289","23079498","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"290","23079497","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","290","23079652","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"291","23079652","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","d",,"292","23079786","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","d","","291","23079785","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"23082455","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","0",,"23096788","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23106498","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","5","165","23106501","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","6","","165","23106978","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","6",,"166","23106978","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"23109320","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","0",,"23122232","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"23125957","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","0",,"23140106","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23142783","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","6","165","23142788","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","5","","165","23143620","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","5",,"166","23143621","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","pink","365","23156786","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","g",,"366","23156787","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","g","","365","23156787","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","366","23156826","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","366","23157054","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","366","23157055","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"367","23157054","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","367","23157327","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"368","23157327","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","368","23157500","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"369","23157500","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","369","23157963","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"370","23157964","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"23161307","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","1",,"23167074","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23168465","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","n","369","23168467","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23168626","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","368","23168627","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23168795","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","367","23168797","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23168970","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","r","366","23168972","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23169280","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","g","365","23169282","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","p","","365","23169811","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","p",,"366","23169812","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","366","23169826","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","366","23170101","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","366","23170102","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"367","23170102","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","367","23170193","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"368","23170194","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","k","","368","23170469","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","k",,"369","23170469","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Paste",,,"23223774","flower.py","1.1.2 for 2021-2022 @t1","0"
"p","turquoise",,"365","23223810","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","pink","365","23223811","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","turquoise","","365","23223812","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","lightgreen","327","23229404","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","327","23229404","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"328","23229405","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","328","23229422","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","328","23229490","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","y","","328","23229491","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","y",,"329","23229490","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","329","23229645","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"330","23229645","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","330","23229762","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"331","23229763","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"23231311","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","0",,"23245590","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23258193","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","0","675","23258194","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","5","","675","23258646","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","5",,"676","23258647","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23263878","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","0","111","23263880","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23264060","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","5","110","23264062","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","1","","110","23264621","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","1",,"111","23264621","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","0","","111","23265219","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","0",,"112","23265219","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","0","","112","23265416","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","0",,"113","23265416","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"23272727","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","0",,"23289461","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","turquoise","360","23329129","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","p","","360","23329133","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","p",,"361","23329134","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","361","23329169","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","361","23329388","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","361","23329389","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"362","23329388","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","362","23329471","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"363","23329472","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","k","","363","23329699","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","k",,"364","23329699","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"23332068","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","0",,"23357630","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"23368877","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","0",,"23389059","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"23506670","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","
    ","","438","23506675","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","    ","439","23506683","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"23507149","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","441","23507150","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","#","","440","23509732","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","#",,"441","23509733","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","441","23510965","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"442","23510965","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","442","23510990","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","442","23511043","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","442","23511044","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"443","23511044","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","443","23511201","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"444","23511202","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","444","23511394","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"445","23511394","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23512589","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","c","444","23512591","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23512776","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","r","443","23512777","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23512935","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","i","442","23512936","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23513103","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","c","441","23513104","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","441","23513469","flower.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"442","23513469","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","442","23513685","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"443","23513685","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","443","23513709","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","443","23513956","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","443","23513957","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"444","23513956","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","444","23514127","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"445","23514127","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","c","","445","23514378","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","c",,"446","23514378","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","446","23514601","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"447","23514601","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","447","23514725","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"448","23514726","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","448","23514863","flower.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"449","23514864","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","449","23515413","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"450","23515414","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","450","23515438","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","450","23515691","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","450","23515692","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"451","23515691","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","z","","451","23515779","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","z",,"452","23515779","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","452","23516005","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"453","23516006","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"23516503","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","455","23516504","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"23518242","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","456","23518244","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"23518666","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","457","23518668","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","d","","456","23519976","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","d",,"457","23519977","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","457","23519989","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","457","23520058","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","457","23520059","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"458","23520058","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","458","23520070","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","458","23520262","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","f","","458","23520263","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","f",,"459","23520279","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","459","23520468","flower.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"460","23520468","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","460","23527512","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"461","23527512","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","461","23527548","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","461","23528331","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","461","23528332","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"462","23528342","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","z","","462","23528509","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","z",,"463","23528510","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","463","23528771","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"464","23528772","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","(","","464","23530254","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",")","","465","23530255","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","(",,"465","23530256","flower.py","1.1.2 for 2021-2022 @t1","0"
"k",")",,"466","23530336","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",":","","466","23531228","flower.py","1.1.2 for 2021-2022 @t1","0"
"k",":",,"467","23531229","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"23531546","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","469","23531548","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","    ","","468","23531553","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","472","23535497","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"473","23535497","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","473","23535513","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","473","23535649","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","473","23535650","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"474","23535657","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","m","","474","23535932","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","m",,"475","23535936","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","475","23536649","flower.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"476","23536649","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","=","","476","23537293","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","=",,"477","23537293","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","477","23537475","flower.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"478","23537476","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","478","23538527","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"479","23538527","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","479","23538549","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","479","23538862","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","479","23538863","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"480","23538870","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","480","23539023","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"481","23539034","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","d","","481","23539183","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","d",,"482","23539193","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","482","23539607","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"483","23539621","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","483","23539721","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"484","23539726","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","484","23539883","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"485","23539889","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","(","","485","23541100","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",")","","486","23541101","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","(",,"486","23541101","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","1","","486","23545246","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","1",,"487","23545247","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","0","","487","23545389","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","0",,"488","23545389","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",",","","488","23546430","flower.py","1.1.2 for 2021-2022 @t1","0"
"k",",",,"489","23546430","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","489","23546512","flower.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"490","23546512","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","1","","490","23548914","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","1",,"491","23548915","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","0","","491","23549046","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","0",,"492","23549046","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","0","","492","23549231","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","0",,"493","23549232","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"23552498","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","
    ","","494","23552500","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","499","23553805","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"500","23553806","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","500","23553821","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","500","23553893","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","500","23553894","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"501","23553894","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","501","23553905","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","501","23554147","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","501","23554148","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"502","23554157","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","502","23554647","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"503","23554663","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","503","23554801","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"504","23554805","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","504","23554944","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"505","23554956","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","505","23555965","flower.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"506","23555965","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","506","23556329","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"507","23556329","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","507","23556352","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","507","23556458","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","507","23556459","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"508","23556469","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","m","","508","23556711","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","m",,"509","23556716","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","50","793","23569613","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","793","23569614","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"794","23569614","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","507","23569626","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","um","","507","23569627","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","um","507","23569626","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","507","23569627","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","","770","23569626","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","793","23569626","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","794","23569726","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","794","23569727","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"795","23569727","flower.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","795","23569741","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","795","23569888","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","z","","795","23569889","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","z",,"796","23569896","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","796","23570186","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"797","23570190","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","(","","797","23570757","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",")","","799","23570758","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","(",,"798","23570758","flower.py","1.1.2 for 2021-2022 @t1","0"
"k",")",,"799","23570799","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"23573483","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","0",,"23591438","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Copy",,,"23607844","flower.py","1.1.2 for 2021-2022 @t1","0"
"c","turtle.circle(size())",,"779","23607847","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"23609905","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","    
","","722","23609909","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Paste",,,"23610600","flower.py","1.1.2 for 2021-2022 @t1","0"
"p","turtle.circle(size())",,"726","23610601","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","    ","722","23610604","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","    turtle.circle(size())","","722","23610606","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","#","","805","23616560","flower.py","1.1.2 for 2021-2022 @t1","0"
"k","#",,"806","23616561","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"23618520","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","0",,"23624603","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23627619","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","#","805","23627621","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23632299","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","turtle.circle(size())","726","23633231","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23634711","flower.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","725","23634713","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","   ","722","23634714","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"23635142","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","
","722","23635144","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"23682657","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","        
","","831","23682659","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","","        ","831","23716503","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"23716611","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","0",,"23736483","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Start",,,"23802446","flower.py","1.1.2 for 2021-2022 @t1","0"
"r","Exit","0",,"23827357","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Create Python script practice",,,"1107396574","flower.py","1.1.2 for 2021-2022 @t1","0"
"e","# Paige Davidson
# CS1400 - MO1
# Assignment ??
","","0","1107396708","practice.py","1.1.2 for 2021-2022 @t1","0"
"a","Reformat",,,"1107397368","flower.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"1107399555","practice.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","48","1107399563","practice.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"1107399889","practice.py","1.1.2 for 2021-2022 @t1","0"
