"a","ShowYourWork Init","","","000","ShowYourWork Init","1.1.2 for 2021-2022 @t1","0"
"e"," ","","1356","99464313","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","1436","99464313","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","1356","99464313","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99489190","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","# strings
str1 = employeeName + "" pay information""
str2 = ""Pay""
str3 = ""Hours worked:"" + str(hoursWorked)
str4 = ""Pay rate: $"" + str(hourlyPay)
str5 = ""Gross pay: $"" + str(grossPay)
str6 = ""Deductions""
str7 = ""Federal Withholding (11.0%): $"" + str(federalWithholding)
str8 = ""State Withholding (7.0%): $"" + str(stateWithholding)
str9 = ""Total Deduction: $"" + str(totalDeduction)
str10 = ""Net Pay: $"" + str(netPay)","666","99489193","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","1022","99489193","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","\","","666","99496743","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","\",,"667","99496743","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","667","99497259","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"668","99497260","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","\n","666","99497282","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","# strings
str1 = employeeName + "" pay information""
str2 = ""Pay""
str3 = ""Hours worked:"" + str(hoursWorked)
str4 = ""Pay rate: $"" + str(hourlyPay)
str5 = ""Gross pay: $"" + str(grossPay)
str6 = ""Deductions""
str7 = ""Federal Withholding (11.0%): $"" + str(federalWithholding)
str8 = ""State Withholding (7.0%): $"" + str(stateWithholding)
str9 = ""Total Deduction: $"" + str(totalDeduction)
str10 = ""Net Pay: $"" + str(netPay)","","666","99497283","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","# strings
str1 = employeeName + "" pay information""
str2 = ""Pay""
str3 = ""Hours worked:"" + str(hoursWorked)
str4 = ""Pay rate: $"" + str(hourlyPay)
str5 = ""Gross pay: $"" + str(grossPay)
str6 = ""Deductions""
str7 = ""Federal Withholding (11.0%): $"" + str(federalWithholding)
str8 = ""State Withholding (7.0%): $"" + str(stateWithholding)
str9 = ""Total Deduction: $"" + str(totalDeduction)
str10 = ""Net Pay: $"" + str(netPay)","666","99497282","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","\n ","","666","99497283","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99501705","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","n ","667","99501708","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99501923","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","\","666","99501925","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"99541955","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","693","99541957","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","693","99542308","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"694","99542308","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","\n ","","666","99542323","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","697","99542323","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","\n ","666","99542323","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","694","99542449","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","694","99542450","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"695","99542453","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","695","99542695","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"696","99542708","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","696","99542793","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"697","99542816","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","697","99542989","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"698","99542989","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","698","99543090","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"699","99543090","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","699","99543838","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"700","99543838","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","=","","700","99544208","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","=",,"701","99544208","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","701","99544397","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"702","99544397","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","""","","702","99547012","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","""","","703","99547012","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","""",,"703","99547013","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","\","","703","99548931","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","\",,"704","99548932","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","704","99549396","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"705","99549396","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","705","99549421","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","""",,"706","99549883","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","705","99552527","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","+","","714","99552527","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","+",,"715","99552527","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","#","","666","99649757","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","#",,"667","99649758","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","f","","667","99650506","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","f",,"668","99650506","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","#f","666","99650521","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","705","99650521","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","705","99650521","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","#f ","","666","99650521","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","668","99650631","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","668","99650632","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"669","99650631","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","669","99650757","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"670","99650757","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","m","","670","99650990","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","m",,"671","99650991","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","671","99651197","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"672","99651197","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","672","99651486","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"673","99651487","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","673","99651626","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"674","99651626","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","v","","674","99652054","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","v",,"675","99652055","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","675","99652074","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","675","99652227","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","675","99652228","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"676","99652228","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","676","99652457","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"677","99652457","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","677","99652576","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"678","99652576","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","b","","678","99652774","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","b",,"679","99652774","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","679","99653001","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"680","99653001","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","680","99653123","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"681","99653123","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","681","99653270","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"682","99653270","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","682","99653475","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"683","99653475","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99653900","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","s","682","99653901","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99654072","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","681","99654074","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99654221","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","l","680","99654221","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99654380","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","a","679","99654381","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99654539","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","b","678","99654540","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","678","99655046","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"679","99655046","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","679","99655065","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","679","99655218","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","b","","679","99655219","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","b",,"680","99655218","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","680","99655387","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"681","99655387","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","681","99655482","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"682","99655483","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","682","99655644","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"683","99655644","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","667","99658640","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"668","99658640","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"99668564","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","698","99668565","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","fmt","685","99700397","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","I","","685","99700398","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","I",,"686","99700398","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","667","99700453","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","bles
I","679","99700453","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," 
fmt","","679","99700454","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","fmt","681","99700453","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","I ","","681","99700454","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","667","99700453","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","680","99700453","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","bles","","680","99700454","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99701279","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","I ","685","99701284","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","685","99701638","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"686","99701639","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","687","99701704","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","686","99701756","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","686","99701757","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"687","99701756","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","688","99701824","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","687","99701933","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","687","99701934","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"688","99701949","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","m","","688","99702038","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","m",,"689","99702063","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","item","685","99702483","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","fmt","","685","99702484","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","fmt","685","99703190","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","itemW","","685","99703191","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","W",,"690","99703191","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","690","99703362","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"691","99703363","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","d","","691","99703510","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","d",,"692","99703510","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","692","99703661","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"693","99703662","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99704109","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","692","99704112","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","692","99704492","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"693","99704493","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","694","99704536","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","693","99705150","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","h","","693","99705151","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","h",,"694","99705150","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Copy",,,"99709765","task4.py","1.1.2 for 2021-2022 @t1","0"
"c","itemWidth",,"685","99709769","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Paste",,,"99712815","task4.py","1.1.2 for 2021-2022 @t1","0"
"p","itemWidth",,"916","99712816","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","fmt","913","99712817","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","itemWidth","","913","99712818","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Paste",,,"99716667","task4.py","1.1.2 for 2021-2022 @t1","0"
"p","itemWidth",,"1001","99716668","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","fmt","998","99716669","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","itemWidth","","998","99716670","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Paste",,,"99719445","task4.py","1.1.2 for 2021-2022 @t1","0"
"p","itemWidth",,"1085","99719445","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","fmt","1082","99719446","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","itemWidth","","1082","99719447","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Paste",,,"99723004","task4.py","1.1.2 for 2021-2022 @t1","0"
"p","itemWidth",,"1254","99723005","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","fmt","1251","99723005","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","itemWidth","","1251","99723006","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Paste",,,"99726760","task4.py","1.1.2 for 2021-2022 @t1","0"
"p","itemWidth",,"1362","99726762","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","fmt","1359","99726763","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","itemWidth","","1359","99726764","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Paste",,,"99730121","task4.py","1.1.2 for 2021-2022 @t1","0"
"p","itemWidth",,"1459","99730122","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","fmt","1456","99730123","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","itemWidth","","1456","99730124","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Paste",,,"99733806","task4.py","1.1.2 for 2021-2022 @t1","0"
"p","itemWidth",,"1546","99733807","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","fmt","1543","99733808","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","itemWidth","","1543","99733809","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","703","99748357","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"704","99748357","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","704","99748381","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","704","99748444","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","704","99748445","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"705","99748445","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","705","99748477","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","705","99748528","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","705","99748529","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"706","99748528","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","706","99748544","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","706","99748769","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","706","99748770","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"707","99748778","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","707","99748930","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"708","99748951","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99750089","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","l","707","99750090","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99750400","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","706","99750401","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","l","","706","99750972","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","l",,"707","99750973","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","707","99750994","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","707","99751090","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","707","99751091","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"708","99751091","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","W","","708","99751923","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","W",,"709","99751923","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","709","99752098","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"710","99752099","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","d","","710","99752265","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","d",,"711","99752265","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","711","99752498","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"712","99752498","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","h","","712","99752620","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","h",,"713","99752620","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","713","99754167","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"714","99754167","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","=","","714","99754436","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","=",,"715","99754436","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","715","99754604","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"716","99754604","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","""","","716","99756497","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","""","","717","99756498","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","""",,"717","99756498","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",".","","717","99757939","task4.py","1.1.2 for 2021-2022 @t1","0"
"k",".",,"718","99757939","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","718","99757961","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99759523","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","",". ","717","99759523","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","^","","717","99761880","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","^",,"718","99761881","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","4","","718","99763286","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","4",,"719","99763287","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","719","99763309","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","719","99763405","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","0","","719","99763406","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","0",,"720","99763405","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Copy",,,"99767966","task4.py","1.1.2 for 2021-2022 @t1","0"
"c","titleWidth",,"703","99767969","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Paste",,,"99771882","task4.py","1.1.2 for 2021-2022 @t1","0"
"p","titleWidth",,"817","99771883","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","""^40""","812","99771884","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","titleWidth","","812","99771885","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Paste",,,"99775793","task4.py","1.1.2 for 2021-2022 @t1","0"
"p","titleWidth",,"883","99775794","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","""^40""","878","99775795","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","titleWidth","","878","99775796","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Paste",,,"99780650","task4.py","1.1.2 for 2021-2022 @t1","0"
"p","titleWidth",,"1211","99780651","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","""^40""","1206","99780652","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","titleWidth","","1206","99780653","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","EditorChange",,,"99812796","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","EditorChange",,,"99850925","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"99860497","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","723","99860499","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","722","99862703","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"723","99862703","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","723","99862724","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","723","99862911","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","u","","723","99862912","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","u",,"724","99862920","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","m","","724","99863093","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","m",,"725","99863100","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","b","","725","99863280","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","b",,"726","99863292","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","726","99863403","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"727","99863408","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","727","99863523","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"728","99863527","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","W","","728","99865400","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","W",,"729","99865411","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","729","99865538","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"730","99865538","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","d","","730","99865664","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","d",,"731","99865664","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","731","99865885","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"732","99865886","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","h","","732","99865982","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","h",,"733","99865982","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","733","99866525","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"734","99866525","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","=","","734","99866973","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","=",,"735","99866973","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","735","99867149","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"736","99867149","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","736","99868638","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"737","99868639","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","737","99868662","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","737","99868784","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","737","99868785","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"738","99868797","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","738","99868871","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"739","99868889","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","m","","739","99868977","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","m",,"740","99868977","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99870359","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","m","739","99870360","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99870496","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","738","99870497","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99870661","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","i","737","99870663","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"99870819","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","t","736","99870820","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","736","99871750","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"737","99871750","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","737","99871762","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","737","99871889","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","737","99871890","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"738","99871899","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","738","99872081","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"739","99872094","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","m","","739","99872217","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","m",,"740","99872231","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Choose Lookup Item Replace",,,"99873315","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","Width","","740","99873320","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","745","99874547","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"746","99874548","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","-","","746","99874817","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","-",,"747","99874817","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","747","99874994","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"748","99874995","task4.py","1.1.2 for 2021-2022 @t1","0"
